time,vehicle_id,x,y,speed
123.00,flow0.26,-2783.90,3911.61,1.98
124.00,flow0.24,-2723.22,3911.61,9.07
124.00,flow0.25,-2757.41,3911.61,6.46
124.00,flow0.26,-2781.13,3911.61,2.77
125.00,flow0.24,-2713.64,3911.61,9.58
125.00,flow0.25,-2750.07,3911.61,7.34
125.00,flow0.26,-2777.44,3911.61,3.69
125.00,flow0.27,-2787.49,3911.61,0.00
126.00,flow0.24,-2703.29,3911.61,10.36
126.00,flow0.25,-2742.02,3911.61,8.05
126.00,flow0.26,-2772.91,3911.61,4.53
126.00,flow0.27,-2786.73,3911.61,0.76
127.00,flow0.24,-2692.05,3911.61,11.24
127.00,flow0.25,-2733.37,3911.61,8.65
127.00,flow0.26,-2767.67,3911.61,5.24
127.00,flow0.27,-2785.24,3911.61,1.50
128.00,flow0.25,-2724.16,3911.61,9.21
128.00,flow0.26,-2761.87,3911.61,5.80
128.00,flow0.27,-2782.91,3911.61,2.33
129.00,flow0.25,-2714.31,3911.61,9.85
129.00,flow0.26,-2755.32,3911.61,6.55
129.00,flow0.27,-2779.69,3911.61,3.23
129.00,flow0.28,-2787.49,3911.61,0.00
130.00,flow0.25,-2703.47,3911.61,10.84
130.00,flow0.26,-2748.19,3911.61,7.13
130.00,flow0.27,-2775.71,3911.61,3.97
130.00,flow0.28,-2787.28,3911.61,0.21
131.00,flow0.25,-2691.86,3911.61,11.61
131.00,flow0.26,-2740.48,3911.61,7.71
131.00,flow0.27,-2770.88,3911.61,4.83
131.00,flow0.28,-2786.16,3911.61,1.12
132.00,flow0.26,-2732.10,3911.61,8.39
132.00,flow0.27,-2765.22,3911.61,5.66
132.00,flow0.28,-2784.38,3911.61,1.77
133.00,flow0.26,-2722.78,3911.61,9.32
133.00,flow0.27,-2758.85,3911.61,6.37
133.00,flow0.28,-2781.97,3911.61,2.42
134.00,flow0.26,-2712.77,3911.61,10.00
134.00,flow0.27,-2751.57,3911.61,7.28
134.00,flow0.28,-2778.96,3911.61,3.01
134.00,flow0.29,-2787.49,3911.61,0.00
135.00,flow0.26,-2702.20,3911.61,10.57
135.00,flow0.27,-2743.33,3911.61,8.24
135.00,flow0.28,-2775.01,3911.61,3.95
135.00,flow0.29,-2786.83,3911.61,0.66
136.00,flow0.26,-2691.10,3911.61,11.11
136.00,flow0.27,-2734.56,3911.61,8.76
136.00,flow0.28,-2770.47,3911.61,4.54
136.00,flow0.29,-2785.51,3911.61,1.31
137.00,flow0.27,-2724.81,3911.61,9.76
137.00,flow0.28,-2765.25,3911.61,5.23
137.00,flow0.29,-2783.64,3911.61,1.88
138.00,flow0.27,-2714.46,3911.61,10.35
138.00,flow0.28,-2759.51,3911.61,5.74
138.00,flow0.29,-2781.03,3911.61,2.60
139.00,flow0.27,-2703.30,3911.61,11.16
139.00,flow0.28,-2753.23,3911.61,6.28
139.00,flow0.29,-2777.44,3911.61,3.59
139.00,flow0.30,-2787.49,3911.61,0.00
140.00,flow0.27,-2691.49,3911.61,11.81
140.00,flow0.28,-2746.05,3911.61,7.18
140.00,flow0.29,-2773.35,3911.61,4.10
140.00,flow0.30,-2786.57,3911.61,0.92
141.00,flow0.28,-2738.20,3911.61,7.85
141.00,flow0.29,-2768.69,3911.61,4.66
141.00,flow0.30,-2784.73,3911.61,1.84
142.00,flow0.28,-2729.61,3911.61,8.59
142.00,flow0.29,-2763.23,3911.61,5.46
142.00,flow0.30,-2782.21,3911.61,2.52
143.00,flow0.28,-2720.46,3911.61,9.15
143.00,flow0.29,-2756.79,3911.61,6.44
143.00,flow0.30,-2778.70,3911.61,3.51
143.00,flow0.31,-2787.49,3911.61,0.00
144.00,flow0.28,-2710.38,3911.61,10.08
144.00,flow0.29,-2749.41,3911.61,7.38
144.00,flow0.30,-2774.55,3911.61,4.15
144.00,flow0.31,-2786.87,3911.61,0.62
145.00,flow0.28,-2699.79,3911.61,10.59
145.00,flow0.29,-2741.41,3911.61,8.00
145.00,flow0.30,-2769.64,3911.61,4.91
145.00,flow0.31,-2785.55,3911.61,1.31
146.00,flow0.28,-2688.26,3911.61,11.53
146.00,flow0.29,-2732.59,3911.61,8.82
146.00,flow0.30,-2764.09,3911.61,5.56
146.00,flow0.31,-2783.36,3911.61,2.20
147.00,flow0.29,-2723.06,3911.61,9.53
147.00,flow0.30,-2757.53,3911.61,6.55
147.00,flow0.31,-2780.51,3911.61,2.84
148.00,flow0.29,-2712.76,3911.61,10.30
148.00,flow0.30,-2750.37,3911.61,7.17
148.00,flow0.31,-2776.87,3911.61,3.64
148.00,flow0.32,-2787.49,3911.61,0.00
149.00,flow0.29,-2701.53,3911.61,11.23
149.00,flow0.30,-2742.43,3911.61,7.94
149.00,flow0.31,-2772.53,3911.61,4.34
149.00,flow0.32,-2786.62,3911.61,0.87
150.00,flow0.29,-2689.41,3911.61,12.12
150.00,flow0.30,-2733.85,3911.61,8.57
150.00,flow0.31,-2767.55,3911.61,4.98
150.00,flow0.32,-2784.81,3911.61,1.81
151.00,flow0.30,-2724.76,3911.61,9.09
151.00,flow0.31,-2761.68,3911.61,5.87
151.00,flow0.32,-2782.34,3911.61,2.47
152.00,flow0.30,-2714.78,3911.61,9.99
152.00,flow0.31,-2755.05,3911.61,6.63
152.00,flow0.32,-2779.37,3911.61,2.97
152.00,flow0.33,-2787.49,3911.61,0.00
153.00,flow0.30,-2703.91,3911.61,10.87
153.00,flow0.31,-2747.68,3911.61,7.37
153.00,flow0.32,-2775.67,3911.61,3.70
153.00,flow0.33,-2787.10,3911.61,0.39
154.00,flow0.30,-2692.13,3911.61,11.78
154.00,flow0.31,-2739.59,3911.61,8.09
154.00,flow0.32,-2771.25,3911.61,4.42
154.00,flow0.33,-2786.06,3911.61,1.04
155.00,flow0.31,-2730.54,3911.61,9.05
155.00,flow0.32,-2766.05,3911.61,5.21
155.00,flow0.33,-2784.31,3911.61,1.75
156.00,flow0.31,-2720.66,3911.61,9.88
156.00,flow0.32,-2759.93,3911.61,6.12
156.00,flow0.33,-2781.79,3911.61,2.52
157.00,flow0.31,-2710.06,3911.61,10.60
157.00,flow0.32,-2753.13,3911.61,6.80
157.00,flow0.33,-2778.34,3911.61,3.45
157.00,flow0.34,-2787.49,3911.61,0.00
158.00,flow0.31,-2698.83,3911.61,11.23
158.00,flow0.32,-2745.48,3911.61,7.65
158.00,flow0.33,-2774.35,3911.61,3.98
158.00,flow0.34,-2786.69,3911.61,0.80
159.00,flow0.31,-2686.97,3911.61,11.86
159.00,flow0.32,-2737.28,3911.61,8.19
159.00,flow0.33,-2769.62,3911.61,4.73
159.00,flow0.34,-2785.29,3911.61,1.40
160.00,flow0.32,-2728.25,3911.61,9.04
160.00,flow0.33,-2764.13,3911.61,5.49
160.00,flow0.34,-2783.08,3911.61,2.21
161.00,flow0.32,-2718.39,3911.61,9.86
161.00,flow0.33,-2757.67,3911.61,6.46
161.00,flow0.34,-2780.25,3911.61,2.83
162.00,flow0.32,-2708.01,3911.61,10.38
162.00,flow0.33,-2750.48,3911.61,7.18
162.00,flow0.34,-2776.61,3911.61,3.64
162.00,flow0.35,-2787.49,3911.61,0.00
163.00,flow0.32,-2697.13,3911.61,10.88
163.00,flow0.33,-2742.56,3911.61,7.92
163.00,flow0.34,-2771.99,3911.61,4.63
163.00,flow0.35,-2786.86,3911.61,0.63
164.00,flow0.32,-2685.50,3911.61,11.63
164.00,flow0.33,-2734.08,3911.61,8.49
164.00,flow0.34,-2766.74,3911.61,5.24
164.00,flow0.35,-2785.38,3911.61,1.48
165.00,flow0.33,-2724.80,3911.61,9.28
165.00,flow0.34,-2760.89,3911.61,5.85
165.00,flow0.35,-2783.05,3911.61,2.34
166.00,flow0.33,-2714.65,3911.61,10.15
166.00,flow0.34,-2754.11,3911.61,6.79
166.00,flow0.35,-2780.17,3911.61,2.88
167.00,flow0.33,-2703.95,3911.61,10.70
167.00,flow0.34,-2746.81,3911.61,7.29
167.00,flow0.35,-2776.64,3911.61,3.53
167.00,flow0.36,-2787.49,3911.61,0.00
168.00,flow0.33,-2692.72,3911.61,11.23
168.00,flow0.34,-2739.01,3911.61,7.80
168.00,flow0.35,-2772.56,3911.61,4.07
168.00,flow0.36,-2786.89,3911.61,0.60
169.00,flow0.34,-2730.38,3911.61,8.63
169.00,flow0.35,-2767.96,3911.61,4.60
169.00,flow0.36,-2785.54,3911.61,1.35
170.00,flow0.34,-2721.23,3911.61,9.15
170.00,flow0.35,-2762.37,3911.61,5.59
170.00,flow0.36,-2783.62,3911.61,1.92
171.00,flow0.34,-2711.11,3911.61,10.12
171.00,flow0.35,-2755.80,3911.61,6.58
171.00,flow0.36,-2780.76,3911.61,2.86
172.00,flow0.34,-2700.47,3911.61,10.64
172.00,flow0.35,-2748.32,3911.61,7.47
172.00,flow0.36,-2776.96,3911.61,3.81
172.00,flow0.37,-2787.49,3911.61,0.00
173.00,flow0.34,-2689.11,3911.61,11.36
173.00,flow0.35,-2740.03,3911.61,8.29
173.00,flow0.36,-2772.17,3911.61,4.79
173.00,flow0.37,-2786.82,3911.61,0.67
174.00,flow0.35,-2730.87,3911.61,9.16
174.00,flow0.36,-2766.59,3911.61,5.58
174.00,flow0.37,-2785.55,3911.61,1.27
175.00,flow0.35,-2721.19,3911.61,9.69
175.00,flow0.36,-2760.41,3911.61,6.18
175.00,flow0.37,-2783.39,3911.61,2.17
176.00,flow0.35,-2710.84,3911.61,10.34
176.00,flow0.36,-2753.25,3911.61,7.15
176.00,flow0.37,-2780.34,3911.61,3.04
177.00,flow0.35,-2699.94,3911.61,10.90
177.00,flow0.36,-2745.40,3911.61,7.85
177.00,flow0.37,-2776.54,3911.61,3.81
177.00,flow0.38,-2787.49,3911.61,0.00
178.00,flow0.35,-2688.44,3911.61,11.50
178.00,flow0.36,-2736.87,3911.61,8.53
178.00,flow0.37,-2772.15,3911.61,4.39
178.00,flow0.38,-2786.65,3911.61,0.84
179.00,flow0.36,-2727.84,3911.61,9.04
179.00,flow0.37,-2767.19,3911.61,4.95
179.00,flow0.38,-2784.91,3911.61,1.74
180.00,flow0.36,-2718.19,3911.61,9.65
180.00,flow0.37,-2761.44,3911.61,5.75
180.00,flow0.38,-2782.24,3911.61,2.67
181.00,flow0.36,-2707.94,3911.61,10.24
181.00,flow0.37,-2755.06,3911.61,6.38
181.00,flow0.38,-2778.88,3911.61,3.37
181.00,flow0.39,-2787.49,3911.61,0.00
182.00,flow0.36,-2697.14,3911.61,10.80
182.00,flow0.37,-2748.13,3911.61,6.92
182.00,flow0.38,-2774.62,3911.61,4.26
182.00,flow0.39,-2786.85,3911.61,0.64
183.00,flow0.36,-2685.52,3911.61,11.62
183.00,flow0.37,-2740.30,3911.61,7.84
183.00,flow0.38,-2769.85,3911.61,4.77
183.00,flow0.39,-2785.48,3911.61,1.37
184.00,flow0.37,-2731.62,3911.61,8.67
184.00,flow0.38,-2764.43,3911.61,5.42
184.00,flow0.39,-2783.47,3911.61,2.01
185.00,flow0.37,-2722.01,3911.61,9.61
185.00,flow0.38,-2758.05,3911.61,6.39
185.00,flow0.39,-2780.86,3911.61,2.61
186.00,flow0.37,-2711.70,3911.61,10.31
186.00,flow0.38,-2750.83,3911.61,7.21
186.00,flow0.39,-2777.67,3911.61,3.19
186.00,flow0.40,-2787.49,3911.61,0.00
187.00,flow0.37,-2700.66,3911.61,11.04
187.00,flow0.38,-2742.70,3911.61,8.13
187.00,flow0.39,-2773.51,3911.61,4.15
187.00,flow0.40,-2786.62,3911.61,0.87
188.00,flow0.37,-2688.82,3911.61,11.84
188.00,flow0.38,-2733.59,3911.61,9.11
188.00,flow0.39,-2768.85,3911.61,4.66
188.00,flow0.40,-2784.95,3911.61,1.67
189.00,flow0.38,-2723.90,3911.61,9.68
189.00,flow0.39,-2763.22,3911.61,5.63
189.00,flow0.40,-2782.70,3911.61,2.25
190.00,flow0.38,-2713.66,3911.61,10.25
190.00,flow0.39,-2757.06,3911.61,6.16
190.00,flow0.40,-2779.66,3911.61,3.04
190.00,flow0.41,-2787.49,3911.61,0.00
191.00,flow0.38,-2702.83,3911.61,10.82
191.00,flow0.39,-2750.23,3911.61,6.82
191.00,flow0.40,-2775.69,3911.61,3.97
191.00,flow0.41,-2787.29,3911.61,0.20
192.00,flow0.38,-2691.22,3911.61,11.62
192.00,flow0.39,-2742.81,3911.61,7.42
192.00,flow0.40,-2770.89,3911.61,4.80
192.00,flow0.41,-2786.13,3911.61,1.16
193.00,flow0.39,-2734.48,3911.61,8.33
193.00,flow0.40,-2765.38,3911.61,5.51
193.00,flow0.41,-2784.20,3911.61,1.92
194.00,flow0.39,-2725.27,3911.61,9.21
194.00,flow0.40,-2758.91,3911.61,6.47
194.00,flow0.41,-2781.65,3911.61,2.55
195.00,flow0.39,-2715.16,3911.61,10.10
195.00,flow0.40,-2751.61,3911.61,7.29
195.00,flow0.41,-2778.32,3911.61,3.33
195.00,flow0.42,-2787.49,3911.61,0.00
196.00,flow0.39,-2704.31,3911.61,10.85
196.00,flow0.40,-2743.38,3911.61,8.23
196.00,flow0.41,-2774.38,3911.61,3.94
196.00,flow0.42,-2786.98,3911.61,0.51
197.00,flow0.39,-2692.94,3911.61,11.38
197.00,flow0.40,-2734.42,3911.61,8.96
197.00,flow0.41,-2769.70,3911.61,4.68
197.00,flow0.42,-2785.73,3911.61,1.25
198.00,flow0.40,-2724.60,3911.61,9.83
198.00,flow0.41,-2764.29,3911.61,5.40
198.00,flow0.42,-2783.67,3911.61,2.05
199.00,flow0.40,-2714.02,3911.61,10.58
199.00,flow0.41,-2758.27,3911.61,6.03
199.00,flow0.42,-2780.93,3911.61,2.74
200.00,flow0.40,-2702.70,3911.61,11.32
200.00,flow0.41,-2751.45,3911.61,6.82
200.00,flow0.42,-2777.69,3911.61,3.24
200.00,flow0.43,-2787.49,3911.61,0.00
201.00,flow0.40,-2690.45,3911.61,12.24
201.00,flow0.41,-2743.65,3911.61,7.79
201.00,flow0.42,-2773.83,3911.61,3.86
201.00,flow0.43,-2786.73,3911.61,0.76
202.00,flow0.41,-2735.17,3911.61,8.48
202.00,flow0.42,-2769.16,3911.61,4.68
202.00,flow0.43,-2785.05,3911.61,1.67
203.00,flow0.41,-2726.10,3911.61,9.07
203.00,flow0.42,-2763.71,3911.61,5.45
203.00,flow0.43,-2782.80,3911.61,2.26
204.00,flow0.41,-2716.08,3911.61,10.03
204.00,flow0.42,-2757.49,3911.61,6.22
204.00,flow0.43,-2779.73,3911.61,3.06
204.00,flow0.44,-2787.49,3911.61,0.00
205.00,flow0.41,-2705.47,3911.61,10.60
205.00,flow0.42,-2750.56,3911.61,6.93
205.00,flow0.43,-2775.90,3911.61,3.83
205.00,flow0.44,-2787.35,3911.61,0.14
206.00,flow0.41,-2693.90,3911.61,11.57
206.00,flow0.42,-2742.85,3911.61,7.71
206.00,flow0.43,-2771.47,3911.61,4.44
206.00,flow0.44,-2786.31,3911.61,1.05
207.00,flow0.42,-2734.61,3911.61,8.24
207.00,flow0.43,-2766.11,3911.61,5.35
207.00,flow0.44,-2784.30,3911.61,2.01
208.00,flow0.42,-2725.78,3911.61,8.83
208.00,flow0.43,-2760.24,3911.61,5.87
208.00,flow0.44,-2781.53,3911.61,2.77
209.00,flow0.42,-2716.13,3911.61,9.65
209.00,flow0.43,-2753.41,3911.61,6.84
209.00,flow0.44,-2777.88,3911.61,3.65
209.00,flow0.45,-2787.49,3911.61,0.00
210.00,flow0.42,-2705.68,3911.61,10.45
210.00,flow0.43,-2745.78,3911.61,7.62
210.00,flow0.44,-2773.32,3911.61,4.56
210.00,flow0.45,-2786.79,3911.61,0.70
211.00,flow0.42,-2694.24,3911.61,11.44
211.00,flow0.43,-2737.62,3911.61,8.16
211.00,flow0.44,-2768.14,3911.61,5.18
211.00,flow0.45,-2785.23,3911.61,1.56
212.00,flow0.42,-2681.97,3911.61,12.27
212.00,flow0.43,-2728.80,3911.61,8.83
212.00,flow0.44,-2762.21,3911.61,5.93
212.00,flow0.45,-2782.88,3911.61,2.35
213.00,flow0.43,-2719.10,3911.61,9.70
213.00,flow0.44,-2755.34,3911.61,6.88
213.00,flow0.45,-2779.67,3911.61,3.21
213.00,flow0.46,-2787.49,3911.61,0.00
214.00,flow0.43,-2708.87,3911.61,10.23
214.00,flow0.44,-2747.90,3911.61,7.43
214.00,flow0.45,-2775.79,3911.61,3.88
214.00,flow0.46,-2787.20,3911.61,0.29
215.00,flow0.43,-2698.04,3911.61,10.83
215.00,flow0.44,-2739.89,3911.61,8.02
215.00,flow0.45,-2771.34,3911.61,4.45
215.00,flow0.46,-2786.11,3911.61,1.09
216.00,flow0.43,-2686.46,3911.61,11.57
216.00,flow0.44,-2731.13,3911.61,8.76
216.00,flow0.45,-2766.07,3911.61,5.27
216.00,flow0.46,-2784.17,3911.61,1.94
217.00,flow0.44,-2721.40,3911.61,9.73
217.00,flow0.45,-2760.21,3911.61,5.86
217.00,flow0.46,-2781.30,3911.61,2.87
218.00,flow0.44,-2710.89,3911.61,10.51
218.00,flow0.45,-2753.72,3911.61,6.49
218.00,flow0.46,-2777.78,3911.61,3.52
218.00,flow0.47,-2787.49,3911.61,0.00
219.00,flow0.44,-2699.84,3911.61,11.05
219.00,flow0.45,-2746.29,3911.61,7.44
219.00,flow0.46,-2773.61,3911.61,4.17
219.00,flow0.47,-2786.75,3911.61,0.74
220.00,flow0.44,-2688.00,3911.61,11.83
220.00,flow0.45,-2738.25,3911.61,8.04
220.00,flow0.46,-2768.59,3911.61,5.02
220.00,flow0.47,-2785.46,3911.61,1.29
221.00,flow0.45,-2729.35,3911.61,8.89
221.00,flow0.46,-2762.95,3911.61,5.63
221.00,flow0.47,-2783.47,3911.61,1.99
222.00,flow0.45,-2719.85,3911.61,9.50
222.00,flow0.46,-2756.40,3911.61,6.55
222.00,flow0.47,-2780.56,3911.61,2.90
223.00,flow0.45,-2709.43,3911.61,10.42
223.00,flow0.46,-2749.15,3911.61,7.26
223.00,flow0.47,-2776.84,3911.61,3.72
223.00,flow0.48,-2787.49,3911.61,0.00
224.00,flow0.45,-2698.23,3911.61,11.19
224.00,flow0.46,-2741.30,3911.61,7.85
224.00,flow0.47,-2772.14,3911.61,4.70
224.00,flow0.48,-2786.63,3911.61,0.86
225.00,flow0.45,-2686.08,3911.61,12.15
225.00,flow0.46,-2732.50,3911.61,8.80
225.00,flow0.47,-2766.83,3911.61,5.31
225.00,flow0.48,-2785.03,3911.61,1.60
226.00,flow0.46,-2723.10,3911.61,9.40
226.00,flow0.47,-2761.00,3911.61,5.83
226.00,flow0.48,-2782.81,3911.61,2.21
227.00,flow0.46,-2712.70,3911.61,10.40
227.00,flow0.47,-2754.26,3911.61,6.74
227.00,flow0.48,-2779.82,3911.61,2.99
227.00,flow0.49,-2787.49,3911.61,0.00
228.00,flow0.46,-2701.46,3911.61,11.24
228.00,flow0.47,-2746.53,3911.61,7.74
228.00,flow0.48,-2776.06,3911.61,3.76
228.00,flow0.49,-2787.38,3911.61,0.11
229.00,flow0.46,-2689.65,3911.61,11.81
229.00,flow0.47,-2738.01,3911.61,8.51
229.00,flow0.48,-2771.39,3911.61,4.67
229.00,flow0.49,-2786.51,3911.61,0.87
230.00,flow0.47,-2728.80,3911.61,9.21
230.00,flow0.48,-2766.09,3911.61,5.30
230.00,flow0.49,-2784.71,3911.61,1.80
231.00,flow0.47,-2719.00,3911.61,9.80
231.00,flow0.48,-2759.91,3911.61,6.18
231.00,flow0.49,-2781.94,3911.61,2.76
232.00,flow0.47,-2708.69,3911.61,10.31
232.00,flow0.48,-2752.87,3911.61,7.04
232.00,flow0.49,-2778.48,3911.61,3.46
233.00,flow0.47,-2697.77,3911.61,10.92
233.00,flow0.48,-2744.84,3911.61,8.03
233.00,flow0.49,-2774.10,3911.61,4.37
234.00,flow0.47,-2685.90,3911.61,11.87
234.00,flow0.48,-2736.07,3911.61,8.77
234.00,flow0.49,-2769.05,3911.61,5.05
235.00,flow0.48,-2726.72,3911.61,9.34
235.00,flow0.49,-2763.23,3911.61,5.82
236.00,flow0.48,-2716.83,3911.61,9.89
236.00,flow0.49,-2756.41,3911.61,6.82
237.00,flow0.48,-2706.30,3911.61,10.54
237.00,flow0.49,-2748.98,3911.61,7.43
238.00,flow0.48,-2695.06,3911.61,11.24
238.00,flow0.49,-2740.83,3911.61,8.15
239.00,flow0.48,-2683.21,3911.61,11.85
239.00,flow0.49,-2731.99,3911.61,8.84
240.00,flow0.49,-2722.25,3911.61,9.74
241.00,flow0.49,-2711.86,3911.61,10.39
242.00,flow0.49,-2700.79,3911.61,11.07
243.00,flow0.49,-2689.19,3911.61,11.60
