time,vehicle_id,x,y,speed,anomaly
123.0,flow0.25,-2763.87,3911.61,5.85,False
123.0,flow0.26,-2783.9,3911.61,1.98,False
124.0,flow0.24,-2723.22,3911.61,9.07,False
124.0,flow0.25,-2757.41,3911.61,6.46,False
124.0,flow0.26,-2781.13,3911.61,2.77,False
125.0,flow0.24,-2713.64,3911.61,9.58,False
125.0,flow0.25,-2750.07,3911.61,7.34,False
125.0,flow0.26,-2777.44,3911.61,3.69,False
125.0,flow0.27,-2787.49,3911.61,0.0,False
126.0,flow0.24,-2703.29,3911.61,10.36,False
126.0,flow0.25,-2742.02,3911.61,8.05,False
126.0,flow0.26,-2772.91,3911.61,4.53,False
126.0,flow0.27,-2786.73,3911.61,0.76,False
127.0,flow0.24,-2692.05,3911.61,11.24,False
127.0,flow0.25,-2733.37,3911.61,8.65,False
127.0,flow0.26,-2767.67,3911.61,5.24,False
127.0,flow0.27,-2785.24,3911.61,1.5,False
128.0,flow0.25,-2724.16,3911.61,9.21,False
128.0,flow0.26,-2761.87,3911.61,5.8,False
128.0,flow0.27,-2782.91,3911.61,2.33,False
129.0,flow0.25,-2714.31,3911.61,9.85,False
129.0,flow0.26,-2755.32,3911.61,6.55,False
129.0,flow0.27,-2779.69,3911.61,3.23,False
129.0,flow0.28,-2787.49,3911.61,0.0,False
130.0,flow0.25,-2703.47,3911.61,10.84,False
130.0,flow0.26,-2748.19,3911.61,7.13,False
130.0,flow0.27,-2775.71,3911.61,3.97,False
130.0,flow0.28,-2787.28,3911.61,0.21,False
131.0,flow0.25,-2691.86,3911.61,11.61,False
131.0,flow0.26,-2740.48,3911.61,7.71,False
131.0,flow0.27,-2770.88,3911.61,4.83,False
131.0,flow0.28,-2786.16,3911.61,1.12,False
132.0,flow0.26,-2732.1,3911.61,8.39,False
132.0,flow0.27,-2765.22,3911.61,5.66,False
132.0,flow0.28,-2784.38,3911.61,1.77,False
133.0,flow0.26,-2722.78,3911.61,9.32,False
133.0,flow0.27,-2758.85,3911.61,6.37,False
133.0,flow0.28,-2781.97,3911.61,2.42,False
134.0,flow0.26,-2712.77,3911.61,10.0,False
134.0,flow0.27,-2751.57,3911.61,7.28,False
134.0,flow0.28,-2778.96,3911.61,3.01,False
134.0,flow0.29,-2787.49,3911.61,0.0,False
135.0,flow0.26,-2702.2,3911.61,10.57,False
135.0,flow0.27,-2743.33,3911.61,8.24,False
135.0,flow0.28,-2775.01,3911.61,3.95,False
135.0,flow0.29,-2786.83,3911.61,0.66,False
136.0,flow0.26,-2691.1,3911.61,11.11,True
136.0,flow0.27,-2734.56,3911.61,8.76,False
136.0,flow0.28,-2770.47,3911.61,4.54,False
136.0,flow0.29,-2785.51,3911.61,1.31,False
137.0,flow0.27,-2724.81,3911.61,9.76,False
137.0,flow0.28,-2765.25,3911.61,5.23,False
137.0,flow0.29,-2783.64,3911.61,1.88,False
138.0,flow0.27,-2714.46,3911.61,10.35,False
138.0,flow0.28,-2759.51,3911.61,5.74,False
138.0,flow0.29,-2781.03,3911.61,2.6,False
139.0,flow0.27,-2703.3,3911.61,11.16,False
139.0,flow0.28,-2753.23,3911.61,6.28,False
139.0,flow0.29,-2777.44,3911.61,3.59,False
139.0,flow0.30,-2787.49,3911.61,0.0,False
140.0,flow0.27,-2691.49,3911.61,11.81,False
140.0,flow0.28,-2746.05,3911.61,7.18,False
140.0,flow0.29,-2773.35,3911.61,4.1,False
140.0,flow0.30,-2786.57,3911.61,0.92,False
141.0,flow0.28,-2738.2,3911.61,7.85,False
141.0,flow0.29,-2768.69,3911.61,4.66,False
141.0,flow0.30,-2784.73,3911.61,1.84,False
142.0,flow0.28,-2729.61,3911.61,8.59,False
142.0,flow0.29,-2763.23,3911.61,5.46,False
142.0,flow0.30,-2782.21,3911.61,2.52,False
143.0,flow0.28,-2720.46,3911.61,9.15,False
143.0,flow0.29,-2756.79,3911.61,6.44,False
143.0,flow0.30,-2778.7,3911.61,3.51,False
143.0,flow0.31,-2787.49,3911.61,0.0,False
144.0,flow0.28,-2710.38,3911.61,10.08,False
144.0,flow0.29,-2749.41,3911.61,7.38,False
144.0,flow0.30,-2774.55,3911.61,4.15,False
144.0,flow0.31,-2786.87,3911.61,0.62,False
145.0,flow0.28,-2699.79,3911.61,10.59,False
145.0,flow0.29,-2741.41,3911.61,8.0,False
145.0,flow0.30,-2769.64,3911.61,4.91,False
145.0,flow0.31,-2785.55,3911.61,1.31,False
146.0,flow0.28,-2688.26,3911.61,11.53,True
146.0,flow0.29,-2732.59,3911.61,8.82,False
146.0,flow0.30,-2764.09,3911.61,5.56,False
146.0,flow0.31,-2783.36,3911.61,2.2,False
147.0,flow0.29,-2723.06,3911.61,9.53,False
147.0,flow0.30,-2757.53,3911.61,6.55,False
147.0,flow0.31,-2780.51,3911.61,2.84,False
148.0,flow0.29,-2712.76,3911.61,10.3,False
148.0,flow0.30,-2750.37,3911.61,7.17,False
148.0,flow0.31,-2776.87,3911.61,3.64,False
148.0,flow0.32,-2787.49,3911.61,0.0,False
149.0,flow0.29,-2701.53,3911.61,11.23,False
149.0,flow0.30,-2742.43,3911.61,7.94,False
149.0,flow0.31,-2772.53,3911.61,4.34,False
149.0,flow0.32,-2786.62,3911.61,0.87,False
150.0,flow0.29,-2689.41,3911.61,12.12,False
150.0,flow0.30,-2733.85,3911.61,8.57,False
150.0,flow0.31,-2767.55,3911.61,4.98,False
150.0,flow0.32,-2784.81,3911.61,1.81,False
151.0,flow0.30,-2724.76,3911.61,9.09,False
151.0,flow0.31,-2761.68,3911.61,5.87,False
151.0,flow0.32,-2782.34,3911.61,2.47,False
152.0,flow0.30,-2714.78,3911.61,9.99,False
152.0,flow0.31,-2755.05,3911.61,6.63,False
152.0,flow0.32,-2779.37,3911.61,2.97,False
152.0,flow0.33,-2787.49,3911.61,0.0,False
153.0,flow0.30,-2703.91,3911.61,10.87,False
153.0,flow0.31,-2747.68,3911.61,7.37,False
153.0,flow0.32,-2775.67,3911.61,3.7,False
153.0,flow0.33,-2787.1,3911.61,0.39,False
154.0,flow0.30,-2692.13,3911.61,11.78,False
154.0,flow0.31,-2739.59,3911.61,8.09,False
154.0,flow0.32,-2771.25,3911.61,4.42,False
154.0,flow0.33,-2786.06,3911.61,1.04,False
155.0,flow0.31,-2730.54,3911.61,9.05,False
155.0,flow0.32,-2766.05,3911.61,5.21,False
155.0,flow0.33,-2784.31,3911.61,1.75,False
156.0,flow0.31,-2720.66,3911.61,9.88,False
156.0,flow0.32,-2759.93,3911.61,6.12,False
156.0,flow0.33,-2781.79,3911.61,2.52,False
157.0,flow0.31,-2710.06,3911.61,10.6,False
157.0,flow0.32,-2753.13,3911.61,6.8,False
157.0,flow0.33,-2778.34,3911.61,3.45,False
157.0,flow0.34,-2787.49,3911.61,0.0,False
158.0,flow0.31,-2698.83,3911.61,11.23,False
158.0,flow0.32,-2745.48,3911.61,7.65,False
158.0,flow0.33,-2774.35,3911.61,3.98,False
158.0,flow0.34,-2786.69,3911.61,0.8,False
159.0,flow0.31,-2686.97,3911.61,11.86,False
159.0,flow0.32,-2737.28,3911.61,8.19,False
159.0,flow0.33,-2769.62,3911.61,4.73,False
159.0,flow0.34,-2785.29,3911.61,1.4,False
160.0,flow0.32,-2728.25,3911.61,9.04,False
160.0,flow0.33,-2764.13,3911.61,5.49,False
160.0,flow0.34,-2783.08,3911.61,2.21,False
161.0,flow0.32,-2718.39,3911.61,9.86,False
161.0,flow0.33,-2757.67,3911.61,6.46,False
161.0,flow0.34,-2780.25,3911.61,2.83,False
162.0,flow0.32,-2708.01,3911.61,10.38,False
162.0,flow0.33,-2750.48,3911.61,7.18,False
162.0,flow0.34,-2776.61,3911.61,3.64,False
162.0,flow0.35,-2787.49,3911.61,0.0,False
163.0,flow0.32,-2697.13,3911.61,10.88,False
163.0,flow0.33,-2742.56,3911.61,7.92,False
163.0,flow0.34,-2771.99,3911.61,4.63,False
163.0,flow0.35,-2786.86,3911.61,0.63,False
164.0,flow0.32,-2685.5,3911.61,11.63,True
164.0,flow0.33,-2734.08,3911.61,8.49,False
164.0,flow0.34,-2766.74,3911.61,5.24,False
164.0,flow0.35,-2785.38,3911.61,1.48,False
165.0,flow0.33,-2724.8,3911.61,9.28,False
165.0,flow0.34,-2760.89,3911.61,5.85,False
165.0,flow0.35,-2783.05,3911.61,2.34,False
166.0,flow0.33,-2714.65,3911.61,10.15,False
166.0,flow0.34,-2754.11,3911.61,6.79,False
166.0,flow0.35,-2780.17,3911.61,2.88,False
167.0,flow0.33,-2703.95,3911.61,10.7,False
167.0,flow0.34,-2746.81,3911.61,7.29,False
167.0,flow0.35,-2776.64,3911.61,3.53,False
167.0,flow0.36,-2787.49,3911.61,0.0,False
168.0,flow0.33,-2692.72,3911.61,11.23,False
168.0,flow0.34,-2739.01,3911.61,7.8,False
168.0,flow0.35,-2772.56,3911.61,4.07,False
168.0,flow0.36,-2786.89,3911.61,0.6,False
169.0,flow0.34,-2730.38,3911.61,8.63,False
169.0,flow0.35,-2767.96,3911.61,4.6,False
169.0,flow0.36,-2785.54,3911.61,1.35,False
170.0,flow0.34,-2721.23,3911.61,9.15,False
170.0,flow0.35,-2762.37,3911.61,5.59,False
170.0,flow0.36,-2783.62,3911.61,1.92,False
171.0,flow0.34,-2711.11,3911.61,10.12,False
171.0,flow0.35,-2755.8,3911.61,6.58,False
171.0,flow0.36,-2780.76,3911.61,2.86,False
172.0,flow0.34,-2700.47,3911.61,10.64,False
172.0,flow0.35,-2748.32,3911.61,7.47,False
172.0,flow0.36,-2776.96,3911.61,3.81,False
172.0,flow0.37,-2787.49,3911.61,0.0,False
173.0,flow0.34,-2689.11,3911.61,11.36,True
173.0,flow0.35,-2740.03,3911.61,8.29,False
173.0,flow0.36,-2772.17,3911.61,4.79,False
173.0,flow0.37,-2786.82,3911.61,0.67,False
174.0,flow0.35,-2730.87,3911.61,9.16,False
174.0,flow0.36,-2766.59,3911.61,5.58,False
174.0,flow0.37,-2785.55,3911.61,1.27,False
175.0,flow0.35,-2721.19,3911.61,9.69,False
175.0,flow0.36,-2760.41,3911.61,6.18,False
175.0,flow0.37,-2783.39,3911.61,2.17,False
176.0,flow0.35,-2710.84,3911.61,10.34,False
176.0,flow0.36,-2753.25,3911.61,7.15,False
176.0,flow0.37,-2780.34,3911.61,3.04,False
177.0,flow0.35,-2699.94,3911.61,10.9,False
177.0,flow0.36,-2745.4,3911.61,7.85,False
177.0,flow0.37,-2776.54,3911.61,3.81,False
177.0,flow0.38,-2787.49,3911.61,0.0,False
178.0,flow0.35,-2688.44,3911.61,11.5,True
178.0,flow0.36,-2736.87,3911.61,8.53,False
178.0,flow0.37,-2772.15,3911.61,4.39,False
178.0,flow0.38,-2786.65,3911.61,0.84,False
179.0,flow0.36,-2727.84,3911.61,9.04,False
179.0,flow0.37,-2767.19,3911.61,4.95,False
179.0,flow0.38,-2784.91,3911.61,1.74,False
180.0,flow0.36,-2718.19,3911.61,9.65,False
180.0,flow0.37,-2761.44,3911.61,5.75,False
180.0,flow0.38,-2782.24,3911.61,2.67,False
181.0,flow0.36,-2707.94,3911.61,10.24,False
181.0,flow0.37,-2755.06,3911.61,6.38,False
181.0,flow0.38,-2778.88,3911.61,3.37,False
181.0,flow0.39,-2787.49,3911.61,0.0,False
182.0,flow0.36,-2697.14,3911.61,10.8,False
182.0,flow0.37,-2748.13,3911.61,6.92,False
182.0,flow0.38,-2774.62,3911.61,4.26,False
182.0,flow0.39,-2786.85,3911.61,0.64,False
183.0,flow0.36,-2685.52,3911.61,11.62,True
183.0,flow0.37,-2740.3,3911.61,7.84,False
183.0,flow0.38,-2769.85,3911.61,4.77,False
183.0,flow0.39,-2785.48,3911.61,1.37,False
184.0,flow0.37,-2731.62,3911.61,8.67,False
184.0,flow0.38,-2764.43,3911.61,5.42,False
184.0,flow0.39,-2783.47,3911.61,2.01,False
185.0,flow0.37,-2722.01,3911.61,9.61,False
185.0,flow0.38,-2758.05,3911.61,6.39,False
185.0,flow0.39,-2780.86,3911.61,2.61,False
186.0,flow0.37,-2711.7,3911.61,10.31,False
186.0,flow0.38,-2750.83,3911.61,7.21,False
186.0,flow0.39,-2777.67,3911.61,3.19,False
186.0,flow0.40,-2787.49,3911.61,0.0,False
187.0,flow0.37,-2700.66,3911.61,11.04,False
187.0,flow0.38,-2742.7,3911.61,8.13,False
187.0,flow0.39,-2773.51,3911.61,4.15,False
187.0,flow0.40,-2786.62,3911.61,0.87,False
188.0,flow0.37,-2688.82,3911.61,11.84,False
188.0,flow0.38,-2733.59,3911.61,9.11,False
188.0,flow0.39,-2768.85,3911.61,4.66,False
188.0,flow0.40,-2784.95,3911.61,1.67,False
189.0,flow0.38,-2723.9,3911.61,9.68,False
189.0,flow0.39,-2763.22,3911.61,5.63,False
189.0,flow0.40,-2782.7,3911.61,2.25,False
190.0,flow0.38,-2713.66,3911.61,10.25,False
190.0,flow0.39,-2757.06,3911.61,6.16,False
190.0,flow0.40,-2779.66,3911.61,3.04,False
190.0,flow0.41,-2787.49,3911.61,0.0,False
191.0,flow0.38,-2702.83,3911.61,10.82,False
191.0,flow0.39,-2750.23,3911.61,6.82,False
191.0,flow0.40,-2775.69,3911.61,3.97,False
191.0,flow0.41,-2787.29,3911.61,0.2,False
192.0,flow0.38,-2691.22,3911.61,11.62,False
192.0,flow0.39,-2742.81,3911.61,7.42,False
192.0,flow0.40,-2770.89,3911.61,4.8,False
192.0,flow0.41,-2786.13,3911.61,1.16,False
193.0,flow0.39,-2734.48,3911.61,8.33,False
193.0,flow0.40,-2765.38,3911.61,5.51,False
193.0,flow0.41,-2784.2,3911.61,1.92,False
194.0,flow0.39,-2725.27,3911.61,9.21,False
194.0,flow0.40,-2758.91,3911.61,6.47,False
194.0,flow0.41,-2781.65,3911.61,2.55,False
195.0,flow0.39,-2715.16,3911.61,10.1,False
195.0,flow0.40,-2751.61,3911.61,7.29,False
195.0,flow0.41,-2778.32,3911.61,3.33,False
195.0,flow0.42,-2787.49,3911.61,0.0,False
196.0,flow0.39,-2704.31,3911.61,10.85,False
196.0,flow0.40,-2743.38,3911.61,8.23,False
196.0,flow0.41,-2774.38,3911.61,3.94,False
196.0,flow0.42,-2786.98,3911.61,0.51,False
197.0,flow0.39,-2692.94,3911.61,11.38,False
197.0,flow0.40,-2734.42,3911.61,8.96,False
197.0,flow0.41,-2769.7,3911.61,4.68,False
197.0,flow0.42,-2785.73,3911.61,1.25,False
198.0,flow0.40,-2724.6,3911.61,9.83,False
198.0,flow0.41,-2764.29,3911.61,5.4,False
198.0,flow0.42,-2783.67,3911.61,2.05,False
199.0,flow0.40,-2714.02,3911.61,10.58,False
199.0,flow0.41,-2758.27,3911.61,6.03,False
199.0,flow0.42,-2780.93,3911.61,2.74,False
200.0,flow0.40,-2702.7,3911.61,11.32,False
200.0,flow0.41,-2751.45,3911.61,6.82,False
200.0,flow0.42,-2777.69,3911.61,3.24,False
200.0,flow0.43,-2787.49,3911.61,0.0,True
201.0,flow0.40,-2690.45,3911.61,12.24,False
201.0,flow0.41,-2743.65,3911.61,7.79,False
201.0,flow0.42,-2773.83,3911.61,3.86,False
201.0,flow0.43,-2786.73,3911.61,0.76,False
202.0,flow0.41,-2735.17,3911.61,8.48,False
202.0,flow0.42,-2769.16,3911.61,4.68,False
202.0,flow0.43,-2785.05,3911.61,1.67,False
203.0,flow0.41,-2726.1,3911.61,9.07,False
203.0,flow0.42,-2763.71,3911.61,5.45,False
203.0,flow0.43,-2782.8,3911.61,2.26,False
204.0,flow0.41,-2716.08,3911.61,10.03,False
204.0,flow0.42,-2757.49,3911.61,6.22,False
204.0,flow0.43,-2779.73,3911.61,3.06,False
204.0,flow0.44,-2787.49,3911.61,0.0,True
205.0,flow0.41,-2705.47,3911.61,10.6,False
205.0,flow0.42,-2750.56,3911.61,6.93,False
205.0,flow0.43,-2775.9,3911.61,3.83,False
205.0,flow0.44,-2787.35,3911.61,0.14,False
206.0,flow0.41,-2693.9,3911.61,11.57,False
206.0,flow0.42,-2742.85,3911.61,7.71,False
206.0,flow0.43,-2771.47,3911.61,4.44,False
206.0,flow0.44,-2786.31,3911.61,1.05,False
207.0,flow0.42,-2734.61,3911.61,8.24,False
207.0,flow0.43,-2766.11,3911.61,5.35,False
207.0,flow0.44,-2784.3,3911.61,2.01,False
208.0,flow0.42,-2725.78,3911.61,8.83,False
208.0,flow0.43,-2760.24,3911.61,5.87,False
208.0,flow0.44,-2781.53,3911.61,2.77,False
209.0,flow0.42,-2716.13,3911.61,9.65,False
209.0,flow0.43,-2753.41,3911.61,6.84,False
209.0,flow0.44,-2777.88,3911.61,3.65,False
209.0,flow0.45,-2787.49,3911.61,0.0,True
210.0,flow0.42,-2705.68,3911.61,10.45,False
210.0,flow0.43,-2745.78,3911.61,7.62,False
210.0,flow0.44,-2773.32,3911.61,4.56,False
210.0,flow0.45,-2786.79,3911.61,0.7,False
211.0,flow0.42,-2694.24,3911.61,11.44,False
211.0,flow0.43,-2737.62,3911.61,8.16,False
211.0,flow0.44,-2768.14,3911.61,5.18,False
211.0,flow0.45,-2785.23,3911.61,1.56,False
212.0,flow0.42,-2681.97,3911.61,12.27,True
212.0,flow0.43,-2728.8,3911.61,8.83,False
212.0,flow0.44,-2762.21,3911.61,5.93,False
212.0,flow0.45,-2782.88,3911.61,2.35,False
213.0,flow0.43,-2719.1,3911.61,9.7,False
213.0,flow0.44,-2755.34,3911.61,6.88,False
213.0,flow0.45,-2779.67,3911.61,3.21,False
213.0,flow0.46,-2787.49,3911.61,0.0,True
214.0,flow0.43,-2708.87,3911.61,10.23,False
214.0,flow0.44,-2747.9,3911.61,7.43,False
214.0,flow0.45,-2775.79,3911.61,3.88,False
214.0,flow0.46,-2787.2,3911.61,0.29,False
215.0,flow0.43,-2698.04,3911.61,10.83,False
215.0,flow0.44,-2739.89,3911.61,8.02,False
215.0,flow0.45,-2771.34,3911.61,4.45,False
215.0,flow0.46,-2786.11,3911.61,1.09,False
216.0,flow0.43,-2686.46,3911.61,11.57,True
216.0,flow0.44,-2731.13,3911.61,8.76,False
216.0,flow0.45,-2766.07,3911.61,5.27,False
216.0,flow0.46,-2784.17,3911.61,1.94,False
217.0,flow0.44,-2721.4,3911.61,9.73,False
217.0,flow0.45,-2760.21,3911.61,5.86,False
217.0,flow0.46,-2781.3,3911.61,2.87,False
218.0,flow0.44,-2710.89,3911.61,10.51,False
218.0,flow0.45,-2753.72,3911.61,6.49,False
218.0,flow0.46,-2777.78,3911.61,3.52,False
218.0,flow0.47,-2787.49,3911.61,0.0,True
219.0,flow0.44,-2699.84,3911.61,11.05,False
219.0,flow0.45,-2746.29,3911.61,7.44,False
219.0,flow0.46,-2773.61,3911.61,4.17,False
219.0,flow0.47,-2786.75,3911.61,0.74,False
220.0,flow0.44,-2688.0,3911.61,11.83,False
220.0,flow0.45,-2738.25,3911.61,8.04,False
220.0,flow0.46,-2768.59,3911.61,5.02,False
220.0,flow0.47,-2785.46,3911.61,1.29,False
221.0,flow0.45,-2729.35,3911.61,8.89,False
221.0,flow0.46,-2762.95,3911.61,5.63,False
221.0,flow0.47,-2783.47,3911.61,1.99,False
222.0,flow0.45,-2719.85,3911.61,9.5,False
222.0,flow0.46,-2756.4,3911.61,6.55,False
222.0,flow0.47,-2780.56,3911.61,2.9,False
223.0,flow0.45,-2709.43,3911.61,10.42,False
223.0,flow0.46,-2749.15,3911.61,7.26,False
223.0,flow0.47,-2776.84,3911.61,3.72,False
223.0,flow0.48,-2787.49,3911.61,0.0,True
224.0,flow0.45,-2698.23,3911.61,11.19,False
224.0,flow0.46,-2741.3,3911.61,7.85,False
224.0,flow0.47,-2772.14,3911.61,4.7,False
224.0,flow0.48,-2786.63,3911.61,0.86,False
225.0,flow0.45,-2686.08,3911.61,12.15,False
225.0,flow0.46,-2732.5,3911.61,8.8,False
225.0,flow0.47,-2766.83,3911.61,5.31,False
225.0,flow0.48,-2785.03,3911.61,1.6,False
226.0,flow0.46,-2723.1,3911.61,9.4,False
226.0,flow0.47,-2761.0,3911.61,5.83,False
226.0,flow0.48,-2782.81,3911.61,2.21,False
227.0,flow0.46,-2712.7,3911.61,10.4,False
227.0,flow0.47,-2754.26,3911.61,6.74,False
227.0,flow0.48,-2779.82,3911.61,2.99,False
227.0,flow0.49,-2787.49,3911.61,0.0,True
228.0,flow0.46,-2701.46,3911.61,11.24,False
228.0,flow0.47,-2746.53,3911.61,7.74,False
228.0,flow0.48,-2776.06,3911.61,3.76,False
228.0,flow0.49,-2787.38,3911.61,0.11,True
229.0,flow0.46,-2689.65,3911.61,11.81,False
229.0,flow0.47,-2738.01,3911.61,8.51,False
229.0,flow0.48,-2771.39,3911.61,4.67,False
229.0,flow0.49,-2786.51,3911.61,0.87,False
230.0,flow0.47,-2728.8,3911.61,9.21,False
230.0,flow0.48,-2766.09,3911.61,5.3,False
230.0,flow0.49,-2784.71,3911.61,1.8,False
231.0,flow0.47,-2719.0,3911.61,9.8,False
231.0,flow0.48,-2759.91,3911.61,6.18,False
231.0,flow0.49,-2781.94,3911.61,2.76,False
232.0,flow0.47,-2708.69,3911.61,10.31,False
232.0,flow0.48,-2752.87,3911.61,7.04,False
232.0,flow0.49,-2778.48,3911.61,3.46,False
233.0,flow0.47,-2697.77,3911.61,10.92,False
233.0,flow0.48,-2744.84,3911.61,8.03,False
233.0,flow0.49,-2774.1,3911.61,4.37,False
234.0,flow0.47,-2685.9,3911.61,11.87,True
234.0,flow0.48,-2736.07,3911.61,8.77,False
234.0,flow0.49,-2769.05,3911.61,5.05,False
235.0,flow0.48,-2726.72,3911.61,9.34,False
235.0,flow0.49,-2763.23,3911.61,5.82,False
236.0,flow0.48,-2716.83,3911.61,9.89,False
236.0,flow0.49,-2756.41,3911.61,6.82,False
237.0,flow0.48,-2706.3,3911.61,10.54,False
237.0,flow0.49,-2748.98,3911.61,7.43,False
238.0,flow0.48,-2695.06,3911.61,11.24,False
238.0,flow0.49,-2740.83,3911.61,8.15,False
239.0,flow0.48,-2683.21,3911.61,11.85,True
239.0,flow0.49,-2731.99,3911.61,8.84,False
240.0,flow0.49,-2722.25,3911.61,9.74,False
241.0,flow0.49,-2711.86,3911.61,10.39,False
242.0,flow0.49,-2700.79,3911.61,11.07,False
243.0,flow0.49,-2689.19,3911.61,11.6,False
